Name: CCTV-3, URL: http://202.100.46.58:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-3, URL: http://202.100.46.58:9901/tsfile/live/1002_1.m3u8$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-3, URL: http://219.128.121.202:59901/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-3, URL: http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8$订阅源, Date: None, Delay: 26 ms, Speed: 26.80 M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://219.128.121.202:59901/tsfile/live/0003_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-3, URL: http://www.terrykang.xyz:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 442 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://livetv.wqwqwq.sbs/itv/6000000001000022313.m3u8?cdn=wasusyt$订阅源, Date: None, Delay: 9704 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://livetv.wqwqwq.sbs/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 9704 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://home.wwang.pw:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 445 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://58.220.219.14:9901/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 916 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://121.19.134.222:808/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 267 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 916 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://gmxw.7766.org:808/hls/91/index.m3u8$订阅源, Date: None, Delay: 230 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://1.itv.nctv.top:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://219.145.93.74:9999/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 256 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://110.7.130.91:8096/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 4068 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://110.7.129.204:8096/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 4446 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://110.7.130.51:8096/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 3125 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://120.238.94.10:9901/tsfile/live/1020_1.m3u8$订阅源, Date: None, Delay: 1365 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-3, URL: http://itv.nctv.top:35455/gaoma/cctv3.m3u8$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://itv.nctv.top:35455/itv/1000000005000265003.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://1.itv.nctv.top:35455/gaoma/cctv3.m3u8$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://183.255.10.90:6610/200000001898/460000089800010212/1.m3u8?IASHttpSessionId=OTT$订阅源, Date: None, Delay: 238 ms, Speed: 2.83 M/s, Resolution: 1920x1080
Name: CCTV-3, URL: http://110.80.17.38:9901/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 269 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-3, URL: http://113.57.93.165:9900/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 2415 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://113.57.93.165:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 2415 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://116.117.104.242:8096/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 1226 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-3, URL: http://124.116.183.146:9901/tsfile/live/0003_1.m3u8$订阅源, Date: None, Delay: 2662 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV-3, URL: http://112.46.85.60:8009/hls/3/index.m3u8$订阅源, Date: None, Delay: 285 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://z.b.bkpcp.top/m.php?id=cctv4$订阅源, Date: None, Delay: 21 ms, Speed: 82.03 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://z.b.bkpcp.top/m.php?id=cctv4o$订阅源, Date: None, Delay: 21 ms, Speed: 82.03 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://117.144.58.42:35455/gaoma/cctv4.m3u8$订阅源, Date: None, Delay: 185 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://58.19.43.46:9901/tsfile/live/1023_1.m3u8$订阅源, Date: None, Delay: 254 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://116.9.204.242:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 1198 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-4, URL: http://61.138.128.226:19901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 251 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-4, URL: http://117.144.58.42:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 185 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://121.33.239.242:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 795 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$订阅源, Date: None, Delay: 1712 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: https://piccpndali.v.myalicdn.com/audio/cctv4_2.m3u8$订阅源, Date: None, Delay: 6 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-4, URL: https://piccpndali.v.myalicdn.com/audio/cctveurope_2.m3u8$订阅源, Date: None, Delay: 6 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-4, URL: https://piccpndali.v.myalicdn.com/audio/cctvamerica_2.m3u8$订阅源, Date: None, Delay: 6 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-4, URL: http://219.135.180.210:18888/hls/4/index.m3u8$订阅源, Date: None, Delay: 240 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000503$订阅源, Date: None, Delay: 465 ms, Speed: 0.93 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: https://tvpull.careryun.com/tv/cctv4.m3u8$订阅源, Date: None, Delay: 223 ms, Speed: 0.56 M/s, Resolution: 854x480
Name: CCTV-4, URL: https://tvpull.careryun.com/tv/cctv4m.m3u8$订阅源, Date: None, Delay: 223 ms, Speed: 0.56 M/s, Resolution: 854x480
Name: CCTV-4, URL: https://tvpull.careryun.com/tv/cctv4o.m3u8$订阅源, Date: None, Delay: 223 ms, Speed: 0.56 M/s, Resolution: 854x480
Name: CCTV-4, URL: http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 1897 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://116.128.242.83:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 1897 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://111.170.172.113:35455/gaoma/cctv4.m3u8$订阅源, Date: None, Delay: 298 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://111.170.172.113:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 298 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://111.170.172.113:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 298 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://qqkkk.fun:35455/gaoma/cctv4.m3u8$订阅源, Date: None, Delay: 275 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://qqkkk.fun:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 275 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://qqkkk.fun:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 275 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://139.196.151.191:2051/rtp/239.45.0.2:5140$上海电信组播源, Date: 2024-03-01, Delay: 230 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-4, URL: http://202.100.46.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://202.100.46.58:9901/tsfile/live/1003_1.m3u8$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://219.128.121.202:59901/tsfile/live/1003_1.m3u8$订阅源, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://www.terrykang.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 442 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://home.wwang.pw:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 445 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://58.220.219.14:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 916 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://121.19.134.222:808/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 267 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 916 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://home.wwang.pw:35455/gaoma/cctv4.m3u8$订阅源, Date: None, Delay: 445 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://1.itv.nctv.top:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.129.204:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 4446 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.130.44:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 2235 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://110.7.130.91:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 4068 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://110.80.17.38:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 269 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-4, URL: http://219.145.93.74:9999/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 256 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://110.7.130.51:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 3125 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://120.238.94.10:9901/tsfile/live/1021_1.m3u8$订阅源, Date: None, Delay: 1365 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-4, URL: http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-4-HQ/G_CCTV-4-HQ.m3u8$订阅源, Date: None, Delay: 26 ms, Speed: 26.80 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://itv.nctv.top:35455/gaoma/cctv4.m3u8$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://itv.nctv.top:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://itv.nctv.top:35455/itv/1000000005000265004.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://1.itv.nctv.top:35455/gaoma/cctv4k.m3u8$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://183.255.10.121:6610/200000001898/460000089800010017/1.m3u8?IASHttpSessionId=OTT$订阅源, Date: None, Delay: 233 ms, Speed: 2.40 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://120.197.43.179:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 447 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://112.46.85.60:8009/hls/4/index.m3u8$订阅源, Date: None, Delay: 285 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-4, URL: http://124.116.183.146:9901/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 2662 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV-4, URL: http://116.117.104.242:8096/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 1226 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://58.17.116.69:9908/tsfile/live/0001_4.m3u8$订阅源, Date: None, Delay: 345 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-4, URL: http://113.57.93.165:9900/tsfile/live/0004_1.m3u8$订阅源, Date: None, Delay: 2415 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://36.44.157.236:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 250 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://110.80.17.38:9901/tsfile/live/0004_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 269 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-5, URL: http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1677 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://z.b.bkpcp.top/m.php?id=cctv5$订阅源, Date: None, Delay: 21 ms, Speed: 82.03 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://117.144.58.42:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 185 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://116.9.204.242:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 1198 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://58.19.43.46:9901/tsfile/live/1024_1.m3u8$订阅源, Date: None, Delay: 254 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://61.138.128.226:19901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 251 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://61.136.172.236:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 1677 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://58.17.48.228:808/hls/5/index.m3u8$订阅源, Date: None, Delay: 697 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://api.olelive.com/dis/live/CCTV5HD/hls.m3u8$订阅源, Date: None, Delay: 1712 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://121.33.239.242:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 795 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://220.170.241.204:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 920 ms, Speed: 0.03 M/s, Resolution: 720x576
Name: CCTV-5, URL: https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8$订阅源, Date: None, Delay: 6 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-5, URL: http://219.135.180.210:18888/hls/5/index.m3u8$订阅源, Date: None, Delay: 240 ms, Speed: 0.10 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000005$订阅源, Date: None, Delay: 465 ms, Speed: 0.93 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: https://tvpull.careryun.com/tv/cctv5.m3u8$订阅源, Date: None, Delay: 223 ms, Speed: 0.56 M/s, Resolution: 854x480
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 1897 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://111.170.172.113:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 298 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://111.170.172.113:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 298 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://116.128.242.83:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 1897 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://qqkkk.fun:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 275 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://qqkkk.fun:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 275 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://139.196.151.191:2051/rtp/239.45.1.69:5140$上海电信组播源, Date: 2024-03-01, Delay: 230 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-5, URL: http://202.100.46.58:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://202.100.46.58:9901/tsfile/live/1004_1.m3u8$订阅源, Date: None, Delay: 1426 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://219.128.121.202:59901/tsfile/live/1004_1.m3u8$订阅源, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://hegd-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-5-HQ/G_CCTV-5-HQ.m3u8$订阅源, Date: None, Delay: 26 ms, Speed: 26.80 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://219.128.121.202:59901/tsfile/live/1004_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 232 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://www.terrykang.xyz:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 442 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://livetv.wqwqwq.sbs/itv/1000000005000025222.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 9704 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://livetv.wqwqwq.sbs/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 9704 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://123.182.60.29:9002/hls/7/index.m3u8$订阅源, Date: None, Delay: 497 ms, Speed: 0.14 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://home.wwang.pw:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 445 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://58.220.219.14:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 916 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://www.terrykang.xyz:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 442 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://gmxw.7766.org:808/hls/93/index.m3u8$订阅源, Date: None, Delay: 230 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://1.itv.nctv.top:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://219.145.93.74:9999/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 256 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://110.7.130.51:8096/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 3125 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.130.91:8096/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 4068 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://110.80.17.38:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 269 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-5, URL: http://110.7.129.204:8096/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 4446 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://120.238.94.10:9901/tsfile/live/1022_1.m3u8$订阅源, Date: None, Delay: 1365 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-5, URL: http://itv.nctv.top:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://itv.nctv.top:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 287 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://1.itv.nctv.top:35455/gaoma/cctv5.m3u8$订阅源, Date: None, Delay: 5167 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-5, URL: http://183.255.10.75:6610/200000001898/460000089800010139/1.m3u8?IASHttpSessionId=OTT$订阅源, Date: None, Delay: 238 ms, Speed: 4.03 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://110.80.17.38:9901/tsfile/live/0005_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 269 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-5, URL: http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 2415 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://113.57.93.165:9900/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 2415 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://112.46.85.60:8009/hls/503/index.m3u8$订阅源, Date: None, Delay: 285 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-5, URL: http://124.116.183.146:9901/tsfile/live/0005_1.m3u8$订阅源, Date: None, Delay: 2662 ms, Speed: 0.04 M/s, Resolution: 720x576
Name: CCTV-5, URL: http://36.44.157.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 250 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1677 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://z.b.bkpcp.top/m.php?id=cctv5p$订阅源, Date: None, Delay: 21 ms, Speed: 82.03 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://117.144.58.42:35455/gaoma/cctv5p.m3u8$订阅源, Date: None, Delay: 185 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-5+, URL: http://61.136.172.236:9901/tsfile/live/0016_1.m3u8$订阅源, Date: None, Delay: 1677 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5+, URL: http://61.138.128.226:19901/tsfile/live/1006_1.m3u8$订阅源, Date: None, Delay: 251 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV-5+, URL: https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8$订阅源, Date: None, Delay: 1712 ms, Speed: 0.00 M/s, Resolution: 1920x1080
